,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state
1144,9.9%,"Brevard, NC",Oskar Blues Brewery (North Carol...,98,1532,Ten Fidy,12 oz.,Russian Imperial Stout,98.0,9.9,NC
1145,5.3%,"Airway Heights, WA",Orlison Brewing Company,N/A,1530,Clem's Gold,16 oz.,American Pale Lager,25.8823529412,5.3,WA
1146,5.5%,"Airway Heights, WA",Orlison Brewing Company,N/A,1529,Lizzy's Red,16 oz.,American Amber / Red Lager,23.25,5.5,WA
1147,6.7%,"Airway Heights, WA",Orlison Brewing Company,N/A,1528,Orlison India Pale Lager,16 oz.,American Pale Lager,25.8823529412,6.7,WA
1148,4.2%,"Airway Heights, WA",Orlison Brewing Company,N/A,1527,Brünette,16 oz.,Euro Dark Lager,27.0,4.2,WA
1149,4.1%,"Airway Heights, WA",Orlison Brewing Company,N/A,1526,Havanüther,16 oz.,Light Lager,11.6666666667,4.1,WA
1150,5.5%,"Stevens Point, WI",James Page Brewing Company,N/A,1525,Yabba Dhaba Chai Tea Porter,12 oz.,American Porter,32.2368421053,5.5,WI
1151,5.5%,"Stevens Point, WI",James Page Brewing Company,N/A,1524,A Capella Gluten Free Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.5,WI
1152,6.0%,"Stevens Point, WI",James Page Brewing Company,N/A,1523,Casper White Stout,12 oz.,American Blonde Ale,20.9032258065,6.0,WI
1153,4.2%,"Denver, CO",Breckenridge Brewery,9,1522,Agave Wheat,12 oz.,American Pale Wheat Ale,9.0,4.2,CO
1154,6.8%,"Durango, CO",Ska Brewing Company,65,1521,Modus Hoperandi,12 oz.,American IPA,65.0,6.8,CO
1155,5.7%,"Boonville, CA",Anderson Valley Brewing Company,13,1520,Barney Flats Oatmeal Stout,12 oz.,Oatmeal Stout,13.0,5.7,CA
1156,5.5%,"Santa Fe, NM",Santa Fe Brewing Company,30,1519,Saison 88,12 oz.,Saison / Farmhouse Ale,30.0,5.5,NM
1157,7.3%,"Monument, CO",Pikes Peak Brewing Company,N/A,1518,Devils Head Red Ale,16 oz.,American Amber / Red Ale,36.2987012987,7.3,CO
1158,6.8%,"Eagle, CO",Bonfire Brewing Company,N/A,1517,Pink-I Raspberry IPA,16 oz.,American IPA,67.634551495,6.8,CO
1159,6.3%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1516,Ace Hole American Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,6.3,ME
1160,6.7%,"Astoria, OR",Fort George Brewery,N/A,1515,3-Way IPA (2013),16 oz.,American IPA,67.634551495,6.7,OR
1161,4.5%,"Bend, OR",Worthy Brewing Company,25,1514,Easy Day Kolsch,12 oz.,Kölsch,25.0,4.5,OR
1162,7.7%,"Bend, OR",Worthy Brewing Company,30,1513,Lights Out Vanilla Cream Extra Stout,12 oz.,American Double / Imperial IPA,30.0,7.7,OR
1163,6.9%,"Bend, OR",Worthy Brewing Company,69,1512,Worthy IPA (2013),12 oz.,American IPA,69.0,6.9,OR
1164,6.0%,"Bend, OR",Worthy Brewing Company,50,1511,Worthy Pale,12 oz.,American Pale Ale (APA),50.0,6.0,OR
1165,8.2%,"Hershey, PA",Tröegs Brewing Company,25,1510,Troegenator Doublebock,16 oz.,Doppelbock,25.0,8.2,PA
1166,7.5%,"Hershey, PA",Tröegs Brewing Company,85,1509,Perpetual IPA,12 oz.,American IPA,85.0,7.5,PA
1167,5.3%,"Miami, FL",Miami Brewing Company,11,1508,Shark Bait,12 oz.,Fruit / Vegetable Beer,11.0,5.3,FL
1168,5.3%,"Miami, FL",Miami Brewing Company,30,1507,Gator Tail Brown Ale,12 oz.,American Brown Ale,30.0,5.3,FL
1169,7.1%,"Miami, FL",Miami Brewing Company,62,1506,Miami Vice IPA,12 oz.,American IPA,62.0,7.1,FL
1170,6.0%,"Westerly, RI",Grey Sail Brewing of Rhode Island,54,1505,Flying Jenny Extra Pale Ale,12 oz.,American Pale Ale (APA),54.0,6.0,RI
1171,6.2%,"White Salmon, WA",Everybody's Brewing,80,1504,Country Boy IPA,12 oz.,American IPA,80.0,6.2,WA
1172,6.5%,"Seattle, WA",Schilling & Company,N/A,1503,Oak Aged Cider,12 oz.,Cider,0.0,6.5,WA
1173,6.0%,"Corvallis, OR",2 Towns Ciderhouse,N/A,1502,BrightCider,12 oz.,Cider,0.0,6.0,OR
1174,7.0%,"Austin, TX",Hops & Grain Brewery,N/A,1501,Green House India Pale Ale,12 oz.,American IPA,67.634551495,7.0,TX
1175,4.7%,"Eagle, CO",Bonfire Brewing Company,N/A,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,12 oz.,American Blonde Ale,20.9032258065,4.7,CO
1176,6.0%,"Hudsonville, MI",White Flame Brewing Company,N/A,1498,Super G IPA,16 oz.,American IPA,67.634551495,6.0,MI
1177,9.2%,"Conroe, TX",Southern Star Brewing Company,100,1497,Valkyrie Double IPA,12 oz.,American Double / Imperial IPA,100.0,9.2,TX
1178,6.8%,"Marquette, MI",Blackrocks Brewery,N/A,1496,Coconut Brown Ale,12 oz.,American Brown Ale,30.0256410256,6.8,MI
1179,5.5%,"San Diego, CA",Modern Times Beer,30,1495,Lomaland,16 oz.,Saison / Farmhouse Ale,30.0,5.5,CA
1180,4.7%,"San Diego, CA",Modern Times Beer,46,1494,Fortunate Islands,16 oz.,American Pale Wheat Ale,46.0,4.7,CA
1181,5.8%,"San Diego, CA",Modern Times Beer,40,1493,Black House,16 oz.,American Stout,40.0,5.8,CA
1182,6.5%,"San Diego, CA",Modern Times Beer,115,1492,Blazing World,16 oz.,American Amber / Red Ale,115.0,6.5,CA
1183,6.0%,"Bucryus, MO",Piney River Brewing Company,24,1491,Sweet Potato Ale,16 oz.,Fruit / Vegetable Beer,24.0,6.0,MO
1184,5.9%,"Los Angeles, CA",Golden Road Brewing,60,1490,Point the Way IPA,16 oz.,American IPA,60.0,5.9,CA
1185,4.6%,"Los Angeles, CA",Golden Road Brewing,15,1489,Golden Road Hefeweizen,16 oz.,Hefeweizen,15.0,4.6,CA
1186,7.5%,"Meadville, PA",Voodoo Brewery,85,1488,Pilzilla,12 oz.,American Double / Imperial Pilsner,85.0,7.5,PA
1187,6.5%,"Danville, PA",Old Forge Brewing Company,65,1487,Falling Down Brown Ale,16 oz.,American Brown Ale,65.0,6.5,PA
1188,6.8%,"Danville, PA",Old Forge Brewing Company,N/A,1486,Resolution Rye Stout,16 oz.,American Stout,43.0,6.8,PA
1189,5.5%,"Danville, PA",Old Forge Brewing Company,N/A,1485,Plowshare Porter,16 oz.,American Porter,32.2368421053,5.5,PA
1190,5.0%,"Philadelphia, PA",Manayunk Brewing Company,18,1484,Summer Paradise,12 oz.,American Pale Wheat Ale,18.0,5.0,PA
1191,6.0%,"Bloomfield, CT",Back East Brewing Company,N/A,1483,Back East Porter,12 oz.,American Porter,32.2368421053,6.0,CT
1192,6.0%,"Boise, ID",Sockeye Brewing Company,N/A,1482,Socktoberfest,16 oz.,Märzen / Oktoberfest,22.9047619048,6.0,ID
1193,7.0%,"Marquette, MI",Blackrocks Brewery,51,1481,51K IPA,12 oz.,American IPA,51.0,7.0,MI
1194,5.5%,"Marquette, MI",Blackrocks Brewery,N/A,1480,Grand Rabbits,12 oz.,Cream Ale,20.3333333333,5.5,MI
1195,5.6%,"Sacramento, CA",Ruhstaller Beer Company,35,1479,1881 California Red,12 oz.,American Amber / Red Ale,35.0,5.6,CA
1196,7.3%,"Sacramento, CA",Ruhstaller Beer Company,55,1478,CAPT Black IPA,12 oz.,American Black Ale,55.0,7.3,CA
1197,5.0%,"Douglas, MI",Saugatuck Brewing Company,11,1477,Oval Beach Blonde Ale,16 oz.,American Blonde Ale,11.0,5.0,MI
1198,4.0%,"Moab, UT",Moab Brewery,N/A,1476,Squeaky Bike Nut Brown Ale,16 oz.,American Brown Ale,30.0256410256,4.0,UT
1199,5.0%,"Macon, GA",Macon Beer Company,N/A,1475,Macon Progress Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.0,GA
1200,5.4%,"Washougal, WA",Amnesia Brewing Company,N/A,1474,Dusty Trail Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,5.4,WA
1201,6.2%,"Washougal, WA",Amnesia Brewing Company,N/A,1473,Damnesia,16 oz.,American IPA,67.634551495,6.2,WA
1202,6.2%,"Memphis, TN",Wiseacre Brewing Company,61,1470,Ananda India Pale Ale,12 oz.,American IPA,61.0,6.2,TN
1203,4.5%,"Memphis, TN",Wiseacre Brewing Company,23,1469,Tiny Bomb,12 oz.,American Pilsner,23.0,4.5,TN
1204,4.7%,"Ann Arbor, MI",Wolverine State Brewing Company,15,1468,Wolverine Premium Lager,12 oz.,American Pale Lager,15.0,4.7,MI
1205,5.5%,"Bend, OR",Red Tank Cider Company,N/A,1467,Happy Cider,16 oz.,Cider,0.0,5.5,OR
1206,6.5%,"Seattle, WA",Schilling & Company,N/A,1466,Ginger Cider,12 oz.,Cider,0.0,6.5,WA
1207,6.9%,"Portland, OR",Cascadia Ciderworks United,N/A,1465,Granny Smith Hard Apple Cider,16 oz.,Cider,0.0,6.9,OR
1208,6.9%,"Portland, OR",Cascadia Ciderworks United,N/A,1464,Dry Hard Apple Cider,16 oz.,Cider,0.0,6.9,OR
1209,6.9%,"Dillon, CO",Pug Ryan's Brewery,17,1463,Hideout Helles,12 oz.,Munich Helles Lager,17.0,6.9,CO
1210,6.0%,"Dillon, CO",Pug Ryan's Brewery,15,1462,Dead Eye Dunkel,12 oz.,Munich Dunkel Lager,15.0,6.0,CO
1211,5.8%,"Dillon, CO",Pug Ryan's Brewery,21,1461,Peacemaker Pilsner,12 oz.,Czech Pilsener,21.0,5.8,CO
1212,4.8%,"San Diego, CA",Mission Brewery,44,1460,El Conquistador Extra Pale Ale,32 oz.,American Pale Ale (APA),44.0,4.8,CA
1213,9.2%,"San Diego, CA",Mission Brewery,75,1459,Shipwrecked Double IPA,32 oz.,American Double / Imperial IPA,75.0,9.2,CA
1214,5.5%,"Houston, TX",Karbach Brewing Company,25,1458,Karbachtoberfest,12 oz.,Märzen / Oktoberfest,25.0,5.5,TX
1215,4.9%,"Carlsbad, CA",Pizza Port Brewing Company,N/A,1457,Chronic Ale,16 oz.,American Amber / Red Ale,36.2987012987,4.9,CA
1216,7.2%,"Missoula, MT",Big Sky Brewing Company,60,1456,Powder Hound Winter Ale,12 oz.,English Strong Ale,60.0,7.2,MT
1217,7.0%,"Boulder, CO",Fate Brewing Company,58,1455,Sudice American Stout,16 oz.,American Stout,58.0,7.0,CO
1218,5.0%,"Boulder, CO",Fate Brewing Company,20,1454,Parcae Belgian Style Pale Ale,16 oz.,Belgian Pale Ale,20.0,5.0,CO
1219,5.0%,"Boulder, CO",Fate Brewing Company,20,1453,Norns Roggenbier,16 oz.,Roggenbier,20.0,5.0,CO
1220,5.0%,"Boulder, CO",Fate Brewing Company,20,1452,Laimas Kölsch Style Ale,16 oz.,Kölsch,20.0,5.0,CO
1221,7.0%,"Boulder, CO",Fate Brewing Company,70,1451,Moirai India Pale Ale,16 oz.,American IPA,70.0,7.0,CO
1222,6.2%,"Stevens Point, WI",Stevens Point Brewery,N/A,1450,St. Benedict's Winter Ale,12 oz.,Winter Warmer,24.625,6.2,WI
1223,8.5%,"Evansville, IN",Tin Man Brewing Company,115,1449,Overlord Imperial IPA,16 oz.,American Double / Imperial IPA,115.0,8.5,IN
1224,8.0%,"Chicago, IL",Half Acre Beer Company,N/A,1448,Guest Lager,16 oz.,American Double / Imperial Pilsner,85.0,8.0,IL
1225,7.9%,"Boise, ID",Sockeye Brewing Company,N/A,1447,Hopnoxious Imperial IPA,12 oz.,American Double / Imperial IPA,93.5394736842,7.9,ID
1226,4.8%,"Davenport, IA",Great River Brewery,N/A,1446,Great River Golden Ale,12 oz.,American Blonde Ale,20.9032258065,4.8,IA
1227,5.0%,"Eau Claire, WI",Lazy Monk Brewing,N/A,1445,Lazy Monk Bohemian Pilsner,16 oz.,Czech Pilsener,33.8125,5.0,WI
1228,6.5%,"Longmont, CO",Oskar Blues Brewery,65,1444,Dale's Pale Ale,12 oz.,American Pale Ale (APA),65.0,6.5,CO
1229,9.3%,"Grand Rapids, MI",Brewery Vivant,N/A,1443,Trebuchet Double IPA,16 oz.,American Double / Imperial IPA,93.5394736842,9.3,MI
1230,6.8%,"Oklahoma City, OK",COOP Ale Works,100,1442,F5 IPA,16 oz.,American IPA,100.0,6.8,OK
1231,5.2%,"Hamilton, MT",Bitter Root Brewing,N/A,1441,Blown Out Brown,12 oz.,American Brown Ale,30.0256410256,5.2,MT
1232,4.7%,"Seattle, WA",Hale's Ales,N/A,1440,Hale's Pale American Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.7,WA
1233,4.2%,"Atlantic Highlands, NJ",Carton Brewing Company,35,1439,Boat Beer,12 oz.,American IPA,35.0,4.2,NJ
1234,4.8%,"Seattle, WA",Two Beers Brewing Company,N/A,1438,Presidential Pils,12 oz.,Czech Pilsener,33.8125,4.8,WA
1235,5.0%,"San Francisco, CA",Pine Street Brewery,N/A,1437,Atom Splitter Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.0,CA
1236,5.0%,"Bend, OR",10 Barrel Brewing Company,N/A,1436,Pub Beer,12 oz.,American Pale Lager,25.8823529412,5.0,OR
1237,4.5%,"Fargo, ND",Fargo Brewing Company,19,1435,Stone's Throw IPA,12 oz.,Scottish Ale,19.0,4.5,ND
1238,6.7%,"Fargo, ND",Fargo Brewing Company,70,1434,Wood Chipper India Pale Ale,12 oz.,American IPA,70.0,6.7,ND
1239,6.8%,"Lakeside, MT",Tamarack Brewing Company,N/A,1433,Hat Trick Hop IPA,16 oz.,American IPA,67.634551495,6.8,MT
1240,5.6%,"Lakeside, MT",Tamarack Brewing Company,N/A,1432,Yard Sale Amber Ale,16 oz.,American Amber / Red Ale,36.2987012987,5.6,MT
1241,5.1%,"Arvada, CO",Odyssey Beerwerks,N/A,1431,Ghost Rider Pale Ale (2013),12 oz.,American Pale Ale (APA),44.9411764706,5.1,CO
1242,4.7%,"Arvada, CO",Odyssey Beerwerks,N/A,1430,Helios Hefeweizen (2013),12 oz.,Hefeweizen,17.5925925926,4.7,CO
1243,5.5%,"Lahaina, HI",Maui Brewing Company,N/A,1429,Pau Hana Pilsner,12 oz.,Czech Pilsener,33.8125,5.5,HI
1244,5.0%,"Baton Rouge, LA",Tin Roof Brewing Company,21,1428,Tin Roof Watermelon Wheat,12 oz.,Fruit / Vegetable Beer,21.0,5.0,LA
1245,5.6%,"Boston, MA",Boston Beer Company,N/A,1427,Samuel Adams Winter Lager,12 oz.,Bock,25.0,5.6,MA
1246,4.9%,"Bloomfield, CT",Back East Brewing Company,N/A,1426,Back East Golden Ale,12 oz.,American Blonde Ale,20.9032258065,4.9,CT
1247,9.9%,"Boise, ID",Sockeye Brewing Company,N/A,1425,Barrel Aged Seven Devils Imperial Stout,12 oz.,American Double / Imperial Stout,62.0,9.9,ID
1248,5.5%,"Boise, ID",Sockeye Brewing Company,N/A,1424,Boise Co-Op Two Score Ale,16 oz.,Saison / Farmhouse Ale,28.3913043478,5.5,ID
1249,4.1%,"Broomfield, CO",Big Choice Brewing,N/A,1422,West Portal Colorado Common Summer Ale,16 oz.,California Common / Steam Beer,41.0,4.1,CO
1250,4.7%,"Eagle, CO",Bonfire Brewing Company,N/A,1421,Live Local Golden Ale,12 oz.,American Blonde Ale,20.9032258065,4.7,CO
1251,7.5%,"Indianapolis, IN",Sun King Brewing Company,77,1420,Grapefruit Jungle (GFJ),16 oz.,American IPA,77.0,7.5,IN
1252,5.6%,"Ashland, OR",Caldera Brewing Company,55,1419,Caldera Pale Ale,12 oz.,American Pale Ale (APA),55.0,5.6,OR
1253,8.5%,"Westminster, MA",Wachusett Brewing Company,85,1418,Larry Imperial IPA,12 oz.,American Double / Imperial IPA,85.0,8.5,MA
1254,3.4%,"Woodbridge, CT",New England Brewing Company,6,1417,Weiss Trash Culture,12 oz.,Berliner Weissbier,6.0,3.4,CT
1255,6.5%,"Seattle, WA",Seattle Cider Company,N/A,1416,Dry Cider,16 oz.,Cider,0.0,6.5,WA
1256,6.5%,"Seattle, WA",Seattle Cider Company,N/A,1415,Dry Hard Cider,16 oz.,Cider,0.0,6.5,WA
1257,6.3%,"Hamilton, MT",Bitter Root Brewing,N/A,1413,Single Hop Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.3,MT
1258,5.4%,"Hamilton, MT",Bitter Root Brewing,N/A,1411,Sawtooth Ale,12 oz.,American Blonde Ale,20.9032258065,5.4,MT
1259,5.1%,"Huntsville, AL",Straight to Ale,25,1410,Sand Island Lighthouse,12 oz.,Kölsch,25.0,5.1,AL
1260,7.0%,"Austin, TX",Austin Beerworks,N/A,1409,Heavy Machinery IPA Series #1: Heavy Fist,16 oz.,American Black Ale,68.9,7.0,TX
1261,4.9%,"Arrington, VA",Blue Mountain Brewery,16,1408,Kölsch 151,12 oz.,Kölsch,16.0,4.9,VA
1262,4.7%,"Savannah, GA",Coastal Empire Beer Company,17,1407,Tybee Island Blonde,12 oz.,American Blonde Ale,17.0,4.7,GA
1263,6.2%,"Savannah, GA",Coastal Empire Beer Company,55,1406,Savannah Brown Ale,12 oz.,American Brown Ale,55.0,6.2,GA
1264,5.0%,"Biglerville, PA",Jack's Hard Cider (Hauser Estate...,N/A,1405,Helen's Blend,12 oz.,Cider,0.0,5.0,PA
1265,5.9%,"Petoskey, MI",Petoskey Brewing,25,1404,North 45 Amber Ale,16 oz.,American Amber / Red Ale,25.0,5.9,MI
1266,6.9%,"Petoskey, MI",Petoskey Brewing,20,1403,Horny Monk,16 oz.,Dubbel,20.0,6.9,MI
1267,6.7%,"Petoskey, MI",Petoskey Brewing,74,1402,Mind's Eye PA,16 oz.,American IPA,74.0,6.7,MI
1268,5.2%,"San Diego, CA",Ballast Point Brewing Company,23,1401,Ballast Point Pale Ale,12 oz.,Kölsch,23.0,5.2,CA
1269,7.0%,"San Diego, CA",Ballast Point Brewing Company,75,1400,Big Eye India Pale Ale,12 oz.,American IPA,75.0,7.0,CA
1270,6.8%,"Los Angeles, CA",Golden Road Brewing,65,1399,Heal the Bay IPA,16 oz.,American IPA,65.0,6.8,CA
1271,6.0%,"Portland, OR",Hopworks Urban Brewery,60,1398,Pigwar White India Pale Ale,16 oz.,American White IPA,60.0,6.0,OR
1272,4.8%,"Ponderay, ID",Laughing Dog Brewing Company,9,1397,Two-One Niner,12 oz.,American Pilsner,9.0,4.8,ID
1273,6.4%,"Ponderay, ID",Laughing Dog Brewing Company,66,1396,Laughing Dog IPA,12 oz.,American IPA,66.0,6.4,ID
1274,4.9%,"Boulder, CO",Boulder Beer Company,35,1395,Hazed & Infused,12 oz.,American Pale Ale (APA),35.0,4.9,CO
1275,4.6%,"Danville, PA",Old Forge Brewing Company,20,1394,Old Forge Pumpkin Ale,16 oz.,Pumpkin Ale,20.0,4.6,PA
1276,6.0%,"Portland, OR",Coalition Brewing Company,75,1393,Cascadian Dark Ale,12 oz.,American Black Ale,75.0,6.0,OR
1277,5.8%,"Boulder, CO",Sanitas Brewing Company,20,1392,Sanitas Saison Ale,12 oz.,Saison / Farmhouse Ale,20.0,5.8,CO
1278,6.8%,"Boulder, CO",Sanitas Brewing Company,65,1391,Sanitas Black IPA,12 oz.,American Black Ale,65.0,6.8,CO
1279,4.9%,"Springfield, OR",Hop Valley Brewing Company,20,1390,Double D Blonde (2013),12 oz.,American Blonde Ale,20.0,4.9,OR
1280,5.6%,"Indianapolis, IN",Sun King Brewing Company,50,1389,Osiris Pale Ale,16 oz.,American Pale Ale (APA),50.0,5.6,IN
1281,5.4%,"Brooklyn, NY",Sixpoint Craft Ales,42,1388,The Crisp,16 oz.,German Pilsener,42.0,5.4,NY
1282,5.2%,"Brooklyn, NY",Sixpoint Craft Ales,34,1387,Sweet Action,16 oz.,Cream Ale,34.0,5.2,NY
1283,6.3%,"Brooklyn, NY",Sixpoint Craft Ales,57,1386,Righteous Ale,16 oz.,Rye Beer,57.0,6.3,NY
1284,6.4%,"Brooklyn, NY",Sixpoint Craft Ales,62,1385,Bengali Tiger,16 oz.,American IPA,62.0,6.4,NY
1285,7.0%,"Monument, CO",Pikes Peak Brewing Company,75,1384,Elephant Rock IPA,12 oz.,American IPA,75.0,7.0,CO
1286,5.2%,"Edwards, CO",Gore Range Brewery,19,1383,Beaver Logger,12 oz.,American Pale Lager,19.0,5.2,CO
1287,7.8%,"Buena Vista, CO",Eddyline Brewery & Restaurant,74,1382,Crank Yanker IPA,16 oz.,American IPA,74.0,7.8,CO
1288,4.5%,"Danville, PA",Old Forge Brewing Company,N/A,1381,Endless Sun Ale,16 oz.,American Pale Wheat Ale,20.6885245902,4.5,PA
1289,5.0%,"Boston, MA",Harpoon Brewery,28,1380,Harpoon Summer Beer,12 oz.,Kölsch,28.0,5.0,MA
1290,5.9%,"Boston, MA",Harpoon Brewery,42,1379,Harpoon IPA,12 oz.,American IPA,42.0,5.9,MA
1291,6.8%,"Spring Lake, MI",Vander Mill Ciders,N/A,1378,Totally Roasted,16 oz.,Cider,0.0,6.8,MI
1292,6.8%,"Spring Lake, MI",Vander Mill Ciders,N/A,1377,Blue Gold,16 oz.,Cider,0.0,6.8,MI
1293,6.8%,"Spring Lake, MI",Vander Mill Ciders,N/A,1376,Hard Apple,16 oz.,Cider,0.0,6.8,MI
1294,8.0%,"Boulder, CO",Redstone Meadery,N/A,1375,Nectar of the Hops,16 oz.,Mead,0.0,8.0,CO
1295,8.0%,"Boulder, CO",Redstone Meadery,N/A,1374,Sunshine Nectar,16 oz.,Mead,0.0,8.0,CO
1296,8.0%,"Boulder, CO",Redstone Meadery,N/A,1373,Black Raspberry Nectar,16 oz.,Mead,0.0,8.0,CO
1297,5.9%,"Eugene, OR",Blue Dog Mead,N/A,1372,Yellow Collar,12 oz.,Mead,0.0,5.9,OR
1298,5.9%,"Eugene, OR",Blue Dog Mead,N/A,1371,Green Collar,12 oz.,Mead,0.0,5.9,OR
1299,4.8%,"Sacramento, CA",Ruhstaller Beer Company,42,1370,Ruhstaller's Gilt Edge Lager Beer,12 oz.,American Amber / Red Lager,42.0,4.8,CA
1300,5.5%,"Tampa, FL",Cigar City Brewing Company,N/A,1369,Gwar Beer,12 oz.,American Pale Ale (APA),44.9411764706,5.5,FL
1301,9.9%,"Indianapolis, IN",Sun King Brewing Company,75,1367,Bourbon Barrel Aged Timmie,16 oz. Alumi-Tek®,Russian Imperial Stout,75.0,9.9,IN
1302,6.3%,"Indianapolis, IN",Sun King Brewing Company,23,1366,Stupid Sexy Flanders,16 oz. Alumi-Tek®,Flanders Oud Bruin,23.0,6.3,IN
1303,6.0%,"Nantucket, MA",Cisco Brewers,N/A,1365,Pumple Drumkin,12 oz.,Pumpkin Ale,24.8181818182,6.0,MA
1304,5.0%,"Lake Barrington, IL",Wild Onion Brewing Company,N/A,1364,Big Bowl Blonde Ale,12 oz.,American Brown Ale,30.0256410256,5.0,IL
1305,5.6%,"Pottstown, PA",Sly Fox Brewing Company,25,1363,Grisette,12 oz.,Grisette,25.0,5.6,PA
1306,7.0%,"Santa Cruz, CA",Santa Cruz Mountain Brewing,N/A,1362,Casinos IPA,16 oz.,English India Pale Ale (IPA),54.7142857143,7.0,CA
1307,5.2%,"Stamford, CT",Half Full Brewery,18,1361,Half Full Bright Ale,12 oz.,American Blonde Ale,18.0,5.2,CT
1308,4.8%,"Eagle, CO",Bonfire Brewing Company,38,1360,Screaming Eagle Special Ale ESB,12 oz.,Extra Special / Strong Bitter (ESB),38.0,4.8,CO
1309,4.2%,"Utica, NY",Matt Brewing Company,N/A,1359,Saranac Shandy,12 oz.,Shandy,0.0,4.2,NY
1310,5.7%,"Stevens Point, WI",Stevens Point Brewery,15,1357,Point Oktoberfest,16 oz.,Märzen / Oktoberfest,15.0,5.7,WI
1311,9.0%,"Philadelphia, PA",Manayunk Brewing Company,30,1356,Monk from the 'Yunk,12 oz.,Tripel,30.0,9.0,PA
1312,6.0%,"Philadelphia, PA",Manayunk Brewing Company,14,1355,Schuylkill Punch,12 oz.,Fruit / Vegetable Beer,14.0,6.0,PA
1313,4.8%,"Springfield, OR",Hop Valley Brewing Company,13,1354,541 American Lager,12 oz.,American Pale Lager,13.0,4.8,OR
1314,6.5%,"Springfield, OR",Hop Valley Brewing Company,90,1353,Alphadelic IPA,12 oz.,American IPA,90.0,6.5,OR
1315,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,1352,Contemplation,16 oz.,Bière de Garde,23.0,6.5,MI
1316,6.3%,"San Diego, CA",Hess Brewing Company,30,1351,Grazias,16 oz.,Cream Ale,30.0,6.3,CA
1317,5.6%,"Boonville, CA",Anderson Valley Brewing Company,4,1350,Summer Solstice,12 oz.,Cream Ale,4.0,5.6,CA
1318,4.9%,"Boston, MA",Boston Beer Company,30,1349,Boston Lager,16 oz.,Vienna Lager,30.0,4.9,MA
1319,5.5%,"Brooklyn, NY",KelSo Beer Company,23,1348,KelSo Pilsner,12 oz.,Czech Pilsener,23.0,5.5,NY
1321,8.0%,"San Diego, CA",Hess Brewing Company,86,1346,Habitus IPA,16 oz.,American IPA,86.0,8.0,CA
1322,4.2%,"Denver, CO",Wynkoop Brewing Company,N/A,1345,Patty's Chile Beer,12 oz.,Chile Beer,24.0,4.2,CO
1323,4.5%,"Baltimore, MD",Stillwater Artisanal Ales,N/A,1344,Classique,12 oz.,Saison / Farmhouse Ale,28.3913043478,4.5,MD
1324,4.5%,"Tucson, AZ",Barrio Brewing Company,N/A,1343,Barrio Tucson Blonde,12 oz.,American Blonde Ale,20.9032258065,4.5,AZ
1325,5.0%,"Stevens Point, WI",Ciderboys,N/A,1342,First Press,12 oz.,Cider,0.0,5.0,WI
1326,5.0%,"Stevens Point, WI",Ciderboys,N/A,1341,Magic Apple,12 oz.,Cider,0.0,5.0,WI
1327,5.9%,"Boston, MA",Harpoon Brewery,20,1340,UFO Pumpkin,12 oz.,Pumpkin Ale,20.0,5.9,MA
1328,4.8%,"Chico, CA",Sierra Nevada Brewing Company,26,1338,Old Chico Crystal Wheat,12 oz.,American Pale Wheat Ale,26.0,4.8,CA
1329,5.7%,"Springdale, AR",Core Brewing & Distilling Company,N/A,1337,Core Oatmeal Stout,12 oz.,Oatmeal Stout,28.0909090909,5.7,AR
1330,6.1%,"Springdale, AR",Core Brewing & Distilling Company,N/A,1336,Core ESB,12 oz.,Extra Special / Strong Bitter (ESB),45.7142857143,6.1,AR
1331,4.5%,"Bucryus, MO",Piney River Brewing Company,18,1335,Float Trip Ale,16 oz.,American Blonde Ale,18.0,4.5,MO
1332,8.5%,"Philadelphia, PA",Manayunk Brewing Company,85,1334,Dreamin' Double IPA,12 oz.,American Double / Imperial IPA,85.0,8.5,PA
1333,9.2%,"Denton, TX",Armadillo Ale Works,50,1333,Quakertown Stout,12 oz.,American Double / Imperial Stout,50.0,9.2,TX
1334,5.1%,"Denton, TX",Armadillo Ale Works,20,1332,Greenbelt Farmhouse Ale,12 oz.,Saison / Farmhouse Ale,20.0,5.1,TX
1335,4.4%,"Richmond, VA",Hardywood Park Craft Brewery,18,1331,Hardywood Cream Ale,12 oz.,Cream Ale,18.0,4.4,VA
1336,4.5%,"Roanoke, VA",Roanoke Railhouse Brewery,N/A,1330,Track 1 Amber Lager,16 oz.,American Amber / Red Lager,23.25,4.5,VA
1337,6.0%,"Chandler, AZ",SanTan Brewing Company,N/A,1329,I.W.A. (2011),12 oz.,American Pale Wheat Ale,20.6885245902,6.0,AZ
1338,8.0%,"Brevard, NC",Oskar Blues Brewery (North Carol...,85,1328,Deviant Dale's IPA,16 oz.,American Double / Imperial IPA,85.0,8.0,NC
